SPECIMEN_REFERENCE_DNA_NO,RECEIVED_SCALES,RECEIVED_DNA,RECEIVED_OTOLITH,READ_SCALES,READ_DNA,READ_OTOLITH,OTOLITH_LAB_NUMBER,SCALE_SUBMISSION_NUMBER,PROGRAM,BIOKEY,ID2,FISH_NO,AREA_NAME,REFERENCE_NO,YEAR,MONTH,COLLECTION_DATE,DAYOFYEAR,SAMPLE_TYPE,AREA,SUBAREA,FISHING_LOCATION,SAMPLER_NAME,SAMPLER_TYPE,SAMPLER_ID,LANDING_SITE,GUIDED,SPECIES,DISPOSITION,SIZE_CAT,ADIPOSE_FIN_CLIPPED,LENGTH_MM,MGMT_SIZE_3,MGMT_SIZE_2,SEX,RESOLVED_STOCK_ORIGIN,RESOLVED_STOCK_ROLLUP,RESOLVED_STOCK_SOURCE,HATCHERY_ORIGIN,RESOLVED_AGE,OTOLITH_BOX,OTOLITH_SPECIMEN,FACILITY,THERMALMARK,OTO_STOCK,OTOLITH_RESOLVED_RESULT,SCALE_BOOK,SCALE_NO,SCALE_SOURCE,SCALE_FORMAT,AGE_GR,PART_AGE_CODE,CWT_HEAD_LABEL,CWT_RESULT,CWT_REGION,CWT_BROOD_YEAR,DNA_CONTAINER_TYPE,PBT_BROOD_YEAR,PBT_SEX,RESOLVED_STOCK_REGION,DNA_RESULTS_STOCK_1,REGION_1_NAME,REGION_1_ROLLUP,PROB_1,DNA_STOCK_2,REGION_2_NAME,REGION_2_ROLLUP,PROB_2,DNA_STOCK_3,REGION_3_NAME,REGION_3_ROLLUP,PROB_3,DNA_STOCK_4,REGION_4_NAME,REGION_4_ROLLUP,PROB_4,DNA_STOCK_5,REGION_5_NAME,REGION_5_ROLLUP,PROB_5,PHOTO_NO,COMMENTS,Size Class
262768,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149150202,TRUE,TRUE,,,2023,May,2023-05-10 00:00:00,130,Sport,19,19D,Constance Bank,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,Y,460,sub legal,sub legal,Unk,"Green River ""Fall Run""",Puget Sound,DNA,Y,,,,,,,,1031445,8,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.8915025,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.1082114,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0002379,GREEN_RIVER-KENDAL,Snohomish River,Puget Sound,0.0000474,GREEN_RIVER-KENDAL,,,0.0000008,,,Legal
262769,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149150303,TRUE,TRUE,,,2023,May,2023-05-10 00:00:00,130,Sport,19,19D,Constance Bank,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,N,560,sub legal,sub legal,Unk,White River,Puget Sound,DNA,,,,,,,,,1031445,9,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,WHITE_RIVER,White River,Puget Sound,0.9999706,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.0000285,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0000009,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000001,SNOHOMISH_RIVER,,,,,,Legal
262770,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149150404,TRUE,TRUE,,,2023,May,2023-05-10 00:00:00,130,Sport,19,19C,Oak Bay,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,Y,700,legal,legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1031445,10,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9990525,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0007304,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0002171,GREEN_RIVER,,,,GREEN_RIVER,,,,,,Legal
262771,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149150505,TRUE,TRUE,,,2023,May,2023-05-10 00:00:00,130,Sport,19,19C,Oak Bay,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,Y,625,legal,legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1031450,8,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9728668,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0140302,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.013094,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000077,GREEN_RIVER,Skykomish River,Puget Sound,0.0000011,,,Legal
262772,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149150606,TRUE,TRUE,,,2023,May,2023-05-10 00:00:00,130,Sport,19,19C,Oak Bay,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,Y,590,sub legal,sub legal,Unk,"Green River ""Fall Run""",Puget Sound,DNA,Y,,,,,,,,1031450,9,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.7722824,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.2004203,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0258709,GREEN_RIVER-KENDAL,Snohomish River,Puget Sound,0.0012506,GREEN_RIVER-KENDAL,Skykomish River,Puget Sound,0.0001757,,,Legal
262773,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149150707,TRUE,TRUE,,,2023,May,2023-05-10 00:00:00,130,Sport,19,19C,Oak Bay,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,N,640,legal,legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,,,,,,,,,1031450,10,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9988839,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0010007,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0000578,GREEN_RIVER-KENDAL,Snohomish River,Puget Sound,0.0000574,GREEN_RIVER-KENDAL,Skykomish River,Puget Sound,0.0000002,,,Legal
262774,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149150808,TRUE,TRUE,,,2023,May,2023-05-10 00:00:00,130,Sport,19,19C,Oak Bay,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,Y,510,sub legal,sub legal,Unk,"Abernathy Creek ""Fall Run""",Columbia River,DNA,Y,,,,,,,,1031446,1,SPORT FISHERY,,,,,,,,Whatman,0,male,Columbia River,ABERNATHY_RIVER,"Abernathy Creek ""Fall Run""",Columbia River,0.9999997,SPRING_CREEK_HATCHERY,Spring Creek,Columbia River,0.0000003,,,,,,,,,,,,,,,Legal
262775,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149150909,TRUE,TRUE,,,2023,May,2023-05-10 00:00:00,130,Sport,19,19C,Oak Bay,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,Y,805,super legal,legal,Unk,Snohomish River,Puget Sound,DNA,Y,,,,,,,,1031446,2,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.9963962,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.0035664,NOOKSACK_RIVER,Nooksack River,Puget Sound,0.0000367,NOOKSACK_RIVER,Stillaguamish River,Puget Sound,0.0000005,NOOKSACK_RIVER,Skagit River,Puget Sound,0.0000001,,,Legal
262776,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149151010,TRUE,TRUE,,,2023,May,2023-05-10 00:00:00,130,Sport,19,19C,Oak Bay,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,N,600,sub legal,sub legal,Unk,Skagit River,Puget Sound,DNA,,,,,,,,,1031446,3,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SKAGIT_RIVER,Skagit River,Puget Sound,0.9997982,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0001038,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.0000767,SKYKOMISH_RIVER,Nooksack River,Puget Sound,0.0000213,SKYKOMISH_RIVER,,,,,,Legal
262777,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149160101,TRUE,TRUE,,,2023,May,2023-05-10 00:00:00,130,Sport,19,19C,Oak Bay,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,Y,600,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1031446,4,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9998384,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0001609,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0000005,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000001,SNOHOMISH_RIVER,,,,,,Legal
262778,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149160202,TRUE,TRUE,,,2023,May,2023-05-10 00:00:00,130,Sport,19,19C,Oak Bay,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,N,530,sub legal,sub legal,Unk,Nooksack River,Puget Sound,DNA,,,,,,,,,1031446,5,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,NOOKSACK_RIVER,Nooksack River,Puget Sound,0.9743797,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.0242227,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0013972,SNOHOMISH_RIVER,Skagit River,Puget Sound,0.0000004,SNOHOMISH_RIVER,,,,,,Legal
262779,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149110101,TRUE,TRUE,,,2023,May,2023-05-11 00:00:00,131,Sport,19,19D,Constance Bank,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 3,N/A,Y,680,legal,legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1031446,6,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9400908,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0489687,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.010757,SNOHOMISH_RIVER,Skykomish River,Puget Sound,0.0001718,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000116,,,Legal
262780,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149110202,TRUE,TRUE,,,2023,May,2023-05-11 00:00:00,131,Sport,19,19D,Constance Bank,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,Y,390,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1031446,7,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9932534,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0062197,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0004448,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000818,GREEN_RIVER,Skykomish River,Puget Sound,0.0000003,,,Sub-Legal
262821,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149050101,TRUE,TRUE,,,2023,May,2023-05-09 00:00:00,129,Sport,19,19D,Constance Bank,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,Y,590,sub legal,sub legal,Unk,"Abernathy Creek ""Fall Run""",Columbia River,DNA,Y,,,,,,,,1031444,1,SPORT FISHERY,,,,,,,,Whatman,0,male,Columbia River,ABERNATHY_RIVER,"Abernathy Creek ""Fall Run""",Columbia River,1,,,,,,,,,,,,,,,,,,,Legal
262822,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149050202,TRUE,TRUE,,,2023,May,2023-05-09 00:00:00,129,Sport,19,19D,Constance Bank,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 2,N/A,N,650,legal,legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,,,,,,,,,1031444,2,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9680285,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0314649,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0005046,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.000002,SNOHOMISH_RIVER,,,,,,Legal
262823,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149050303,TRUE,TRUE,,,2023,May,2023-05-09 00:00:00,129,Sport,19,19D,Constance Bank,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,N,440,sub legal,sub legal,Unk,Snohomish River,Puget Sound,DNA,,,,,,,,,1031444,3,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.5057882,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.4942092,NOOKSACK_RIVER,Nooksack River,Puget Sound,0.0000021,NOOKSACK_RIVER,Skagit River,Puget Sound,0.0000003,NOOKSACK_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000001,,,Sub-Legal
262824,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149050404,TRUE,TRUE,,,2023,May,2023-05-09 00:00:00,129,Sport,19,19D,Constance Bank,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,Y,410,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1031444,4,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9528306,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0465215,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0003921,GREEN_RIVER-KENDAL,Snohomish River,Puget Sound,0.0002541,GREEN_RIVER-KENDAL,Skykomish River,Puget Sound,0.0000017,,,Sub-Legal
262825,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149050505,TRUE,TRUE,,,2023,May,2023-05-09 00:00:00,129,Sport,19,19D,Constance Bank,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,N,650,legal,legal,Unk,Snohomish River,Puget Sound,DNA,,,,,,,,,1031444,5,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.6973438,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.279522,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0227948,GREEN_RIVER,Skykomish River,Puget Sound,0.0003395,GREEN_RIVER,,,,,,Legal
262826,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149050606,TRUE,TRUE,,,2023,May,2023-05-09 00:00:00,129,Sport,19,19D,Constance Bank,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,Y,480,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1031444,6,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.6974048,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.300708,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0018095,SNOHOMISH_RIVER,Skykomish River,Puget Sound,0.0000774,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000001,,,Sub-Legal
262827,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149050707,TRUE,TRUE,,,2023,May,2023-05-09 00:00:00,129,Sport,19,19D,Constance Bank,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,Y,550,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1031444,7,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.8877,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0997009,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0104367,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0021506,SNOHOMISH_RIVER,Skykomish River,Puget Sound,0.0000115,,,Legal
262828,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149050808,TRUE,TRUE,,,2023,May,2023-05-09 00:00:00,129,Sport,19,19D,Constance Bank,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,N,520,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,,,,,,,,,1031444,8,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9683119,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0316358,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0000498,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000023,SNOHOMISH_RIVER,Skykomish River,Puget Sound,0.0000002,,,Legal
262829,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149050909,TRUE,TRUE,,,2023,May,2023-05-09 00:00:00,129,Sport,19,19D,Constance Bank,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 2,N/A,Y,770,legal,legal,Unk,Santiam River North,Columbia River,DNA,Y,,,,,,,,1031444,9,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Columbia River,SANTIAM_RIVER_NORTH,Santiam River North,Columbia River,0.4763405,CLACKAMAS_RIVER,Clackamas River,Columbia River,0.3863694,SANDY_RIVER,Sandy River,Columbia River,0.1372901,SANDY_RIVER,,,,SANDY_RIVER,,,,,,Legal
262830,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149051010,TRUE,TRUE,,,2023,May,2023-05-09 00:00:00,129,Sport,19,19D,Constance Bank,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,N,600,sub legal,sub legal,Unk,Skykomish River,Puget Sound,DNA,,,,,,,,,1031444,10,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.7869846,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.2124921,SKAGIT_RIVER,Skagit River,Puget Sound,0.0005232,SKAGIT_RIVER,Soos Creek Hatchery,Puget Sound,0.0000002,SKAGIT_RIVER,,,,,,Legal
262831,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149060101,TRUE,TRUE,,,2023,May,2023-05-09 00:00:00,129,Sport,19,19D,Albert Head,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,Y,590,sub legal,sub legal,Unk,Snohomish River,Puget Sound,DNA,Y,,,,,,,,1031450,1,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.7661388,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.2310273,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0020862,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0007238,GREEN_RIVER,Skykomish River,Puget Sound,0.0000239,,,Legal
262832,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149060202,TRUE,TRUE,,,2023,May,2023-05-09 00:00:00,129,Sport,19,19D,Albert Head,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,N,510,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,,,,,,,,,1031450,2,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.4742743,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.4165958,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0820296,SNOHOMISH_RIVER,Skykomish River,Puget Sound,0.0270741,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000261,,,Legal
262833,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149060303,TRUE,TRUE,,,2023,May,2023-05-09 00:00:00,129,Sport,19,19D,Albert Head,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,N,530,sub legal,sub legal,Unk,Snohomish River,Puget Sound,DNA,,,,,,,,,1031450,3,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.9453353,NOOKSACK_RIVER,Nooksack River,Puget Sound,0.0525673,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.0020817,SKYKOMISH_RIVER,Soos Creek Hatchery,Puget Sound,0.0000145,SKYKOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000006,,,Legal
262834,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149060404,TRUE,TRUE,,,2023,May,2023-05-09 00:00:00,129,Sport,19,19D,Albert Head,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,Y,430,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1031450,4,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9455511,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0544481,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0000007,GREEN_RIVER-KENDAL,Snohomish River,Puget Sound,0.0000001,GREEN_RIVER-KENDAL,,,,,,Sub-Legal
262835,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149060505,TRUE,TRUE,,,2023,May,2023-05-09 00:00:00,129,Sport,19,19D,Albert Head,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,N,630,legal,legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,,,,,,,,,1031450,5,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9671935,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0326291,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0001704,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000071,SNOHOMISH_RIVER,,,,,,Legal
262836,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149060606,TRUE,TRUE,,,2023,May,2023-05-09 00:00:00,129,Sport,19,19D,Albert Head,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,Y,490,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1031450,6,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9943758,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0049604,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0006045,GREEN_RIVER-KENDAL,Snohomish River,Puget Sound,0.0000593,GREEN_RIVER-KENDAL,Skykomish River,Puget Sound,0.0000001,,,Sub-Legal
262837,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149060707,TRUE,TRUE,,,2023,May,2023-05-09 00:00:00,129,Sport,19,19D,Albert Head,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,N,465,sub legal,sub legal,Unk,Nooksack River,Puget Sound,DNA,,,,,,,,,1031450,7,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,NOOKSACK_RIVER,Nooksack River,Puget Sound,0.9999836,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0000162,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.0000001,SOOS_CREEK,Skykomish River,Puget Sound,0.0000001,SOOS_CREEK,,,,,,Legal
262838,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149140101,TRUE,TRUE,,,2023,May,2023-05-10 00:00:00,130,Sport,19,19D,Constance Bank,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,Y,560,sub legal,sub legal,Unk,Skykomish River,Puget Sound,DNA,Y,,,,,,,,1031443,8,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SKYKOMISH_RIVER,Skykomish River,Puget Sound,0.9188704,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.081101,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.0000169,SOOS_CREEK,"Green River ""Fall Run""",Puget Sound,0.0000068,SOOS_CREEK,Nooksack River,Puget Sound,0.000005,,,Legal
262839,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149140202,TRUE,TRUE,,,2023,May,2023-05-10 00:00:00,130,Sport,19,19D,Constance Bank,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,Y,470,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,Y,,,,,,,,1031443,9,SPORT FISHERY,,,,,,,,Whatman,0,presumed_female,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.9998919,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.0001073,GREEN_RIVER-KENDAL,"Green River ""Fall Run""",Puget Sound,0.0000007,GREEN_RIVER-KENDAL,,,,GREEN_RIVER-KENDAL,,,,,,Legal
262840,Y,Y,N/A,N/S,N/S,N/A,,,Juan de Fuca,19680149140303,TRUE,TRUE,,,2023,May,2023-05-10 00:00:00,130,Sport,19,19D,Constance Bank,Trevor Zboyousky,Guide,1000,Logbook,Y,124,Release Cond 1,N/A,N,590,sub legal,sub legal,Unk,Soos Creek Hatchery,Puget Sound,DNA,,,,,,,,,1031443,10,SPORT FISHERY,,,,,,,,Whatman,0,male,Puget Sound,SOOS_CREEK,Soos Creek Hatchery,Puget Sound,0.6801629,GREEN_RIVER,"Green River ""Fall Run""",Puget Sound,0.3195094,SNOHOMISH_RIVER,Snohomish River,Puget Sound,0.0003275,SNOHOMISH_RIVER,"Green River ""Fall Run""",Puget Sound,0.0000001,SNOHOMISH_RIVER,,,,,,Legal
262881,N/S,N/S,N/A,N/S,N/S,N/A,,,Georgia Strait,19680150060202,TRUE,TRUE,,,2023,June,2023-06-22 00:00:00,173,Sport,19,19A,Wain Rock,Rob Alcock,Guide,1570,Logbook,Y,124,Release Cond 1,N/A,N,398,sub legal,sub legal,Unk,,,,,,,,,,,,,,SPORT FISHERY,,,,,,,,Whatman,,,,,,,,,,,,,,,,,,,,,,,,,,Sub-Legal
