Assigning lat-longs to AA/CREST biological sample data,,,,,,,,,,,,,,
issue:  many locations used in logs and by observers are not listed in CREST and so don't have any ability to geo-reference.   The yellow is the proposed work to identify lat-longs for each location used.,,,,,,,,,,,,,,
there were about 780 such location names.   Cursory review identified suitable locations for about 300.   480 location names remain which need some lat-longs.,,,,,,,,,,,,,,
the task is to fill in the 480 blank or #NA rows in columns K-O.   Or at least as many as possible.   Some will not be possible. ,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
1,2,4,3,5,6,7,8,9,10,4,11,12,13,
20.Sherringham Pt.,Sherringham Pt.,20,20D,139,#N/A,#N/A,#N/A,#N/A,Sherringham Pt. 20DO,20,20DO,-123.9107825,48.37490799,
20.Sooke,Sooke,20,20D,43,#N/A,#N/A,#N/A,#N/A,Sooke Bay,20,20DO,-123.7682517,48.36496707,
20.Sooke Basin,Sooke Basin,20,20D,1,Sooke Basin,20DI,-123.6603219,48.37511947,Sooke Basin,20,20DI,-123.6603219,48.37511947,
20.Sooke Bay,Sooke Bay,20,20D,1,Sooke Bay,20DO,-123.7682517,48.36496707,Sooke Bay,20,20DO,-123.7682517,48.36496707,
20.Sooke Bluffs,Sooke Bluffs,20,20D,43,Sooke Bluffs,20DO,-123.7568238,48.35967855,Sooke Bluffs,20,20DO,-123.7568238,48.35967855,
20.Trap Shack,Trap Shack,20,20D,285,Trap Shack,20DO,-123.6761939,48.32031464,Trap Shack,20,20DO,-123.6761939,48.32031464,
20.Whirl Bay,Whirl Bay,20,20D,150,Whirl Bay,20DO,-123.5755652,48.31121003,Whirl Bay,20,20DO,-123.5755652,48.31121003,
20.Muir Coho,Muir Coho,20,20DO,23,Muir Coho,20DO,-123.791888,48.333528,Muir Coho,20,20DO,-123.791888,48.333528,
20.Otter Pt.,Otter Pt.,20,20DO,23,Otter Pt.,20DO,-123.8212643,48.35375476,Otter Pt.,20,20DO,-123.8212643,48.35375476,
20.Sherringham Pt. 20DO,Sherringham Pt. 20DO,20,20DO,6,Sherringham Pt. 20DO,20DO,-123.9107825,48.37490799,Sherringham Pt. 20DO,20,20DO,-123.9107825,48.37490799,
20.Sooke Bluffs Coho,Sooke Bluffs Coho,20,20DO,51,Sooke Bluffs Coho,20DO,-123.74158,48.321251,Sooke Bluffs Coho,20,20DO,-123.74158,48.321251,
20.Port San Juan / Bay,Port San Juan / Bay,20,20E,42,#N/A,#N/A,#N/A,#N/A,Port San Juan/ Bay,20,20E,-124.4326766,48.56089347,
20.Port San Juan/ Bay,Port San Juan/ Bay,20,20E,219,Port San Juan/ Bay,20E,-124.4326766,48.56089347,Port San Juan/ Bay,20,20E,-124.4326766,48.56089347,
20.The Wedge,The Wedge,20,20E,121,The Wedge,20E,-124.459734,48.53485136,The Wedge,20,20E,-124.459734,48.53485136,
20.Woodsnose,Woodsnose,20,20E,3,Woodsnose,20E,-124.4380188,48.56206754,Woodsnose,20,20E,-124.4380188,48.56206754,
21.Clo-oose Bay - 1 nm offshore,Clo-oose Bay - 1 nm offshore,21,21A,1,#N/A,#N/A,#N/A,#N/A,Clo-oose Bay - 1 nm offshore,21,21A,-124.792429,48.645423,
21.Hole in the Wall / Tsusiat Pt.,Hole in the Wall / Tsusiat Pt.,21,21A,12,Hole in the Wall / Tsusiat Pt.,21A,-124.9131,48.67971667,Hole in the Wall / Tsusiat Pt.,21,21A,-124.9131,48.67971667,
21.Hole in the Wall / Tsusiat Pt. - 1 nm offshore,Hole in the Wall / Tsusiat Pt. - 1 nm offshore,21,21A,36,#N/A,#N/A,#N/A,#N/A,Hole in the Wall / Tsusiat Pt. - 1 nm offshore,21,21A,-124.915598,48.666037,
21.Klanawa River - 1 nm offshore,Klanawa River - 1 nm offshore,21,21A,2,#N/A,#N/A,#N/A,#N/A,Klanawa River - 1 nm offshore,21,21A,-124.951421,48.67956,
21.Nitinat Bar,Nitinat Bar,21,21A,22,Nitinat Bar,21A,-124.8536833,48.66783333,Nitinat Bar,21,21A,-124.8536833,48.66783333,
21.Waterfall,Waterfall,21,21A,42,Waterfall,21A,-124.9299947,48.68741765,Waterfall,21,21A,-124.9299947,48.68741765,
21.Waterfall - 1 nm offshore,Waterfall - 1 nm offshore,21,21A,4,#N/A,#N/A,#N/A,#N/A,Waterfall - 1 nm offshore,21,21A,-124.928957,48.673038,
21.Whyac Point / Nitinat,Whyac Point / Nitinat,21,21A,292,Whyac Point / Nitinat,21A,-124.8510845,48.66371867,Whyac Point / Nitinat,21,21A,-124.8510845,48.66371867,
23.China Creek,China Creek,23,23A,175,China Creek,23A,-124.7955997,49.15887848,China Creek,23,23A,-124.7955997,49.15887848,
23.Cous Creek,Cous Creek,23,23A,19,Cous Creek,23A,-124.8295818,49.17989961,Cous Creek,23,23A,-124.8295818,49.17989961,
23.Dunsmuir Point,Dunsmuir Point,23,23A,103,Dunsmuir Point,23A,-124.8071408,49.15214982,Dunsmuir Point,23,23A,-124.8071408,49.15214982,
23.Franklin River,Franklin River,23,23A,45,Franklin River,23A,-124.8157966,49.10649686,Franklin River,23,23A,-124.8157966,49.10649686,
23.Holm Island,Holm Island,23,23A,7,Holm Island,23A,-124.8266966,49.2303137,Holm Island,23,23A,-124.8266966,49.2303137,
23.Hunter's Marina / Scout Camp,Hunter's Marina / Scout Camp,23,23A,15,Hunter's Marina / Scout Camp,23A,-124.8141937,49.20721366,Hunter's Marina / Scout Camp,23,23A,-124.8141937,49.20721366,
23.Lonetree,Lonetree,23,23A,208,Lonetree,23A,-124.8177201,49.18010978,Lonetree,23,23A,-124.8177201,49.18010978,
23.Mactush,Mactush,23,23A,60,Mactush,23A,-124.8225289,49.11175857,Mactush,23,23A,-124.8225289,49.11175857,
23.Polly Point,Polly Point,23,23A,11,Polly Point,23A,-124.8202848,49.21624497,Polly Point,23,23A,-124.8202848,49.21624497,
23.Port Alberni,Port Alberni,23,23A,1,#N/A,#N/A,#N/A,#N/A,Stamp Narrows,23,23A,-124.8225289,49.18872581,
23.Stamp Narrows,Stamp Narrows,23,23A,8,Stamp Narrows,23A,-124.8225289,49.18872581,Stamp Narrows,23,23A,-124.8225289,49.18872581,
23.Stamp Point,Stamp Point,23,23A,1,Stamp Point,23A,-124.8273377,49.21603496,Stamp Point,23,23A,-124.8273377,49.21603496,
23.Underwood,Underwood,23,23A,214,Underwood,23A,-124.793035,49.1447893,Underwood,23,23A,-124.793035,49.1447893,
23.10 Mile Point,10 Mile Point,23,23B,9,10 Mile Point,23B,-124.8443288,49.05848414,10 Mile Point,23,23B,-124.8443288,49.05848414,
23.Alberni Inlet,Alberni Inlet,23,23B,4,#N/A,#N/A,#N/A,#N/A,#N/A,23,#N/A,-,-,
23.Hocking Point,Hocking Point,23,23B,13,Hocking Point,23B,-124.8289407,49.08776061,Hocking Point,23,23B,-124.8289407,49.08776061,
23.Nahmint Bay,Nahmint Bay,23,23B,1,Nahmint Bay,23B,-124.8616405,49.0660682,Nahmint Bay,23,23B,-124.8616405,49.0660682,
23.Pocohontas Point (25),Pocohontas Point (25),23,23B,1,#N/A,#N/A,#N/A,#N/A,#N/A,23,#N/A,-,-,
23.Sproat Narrows,Sproat Narrows,23,23B,65,Sproat Narrows,23B,-124.830223,49.10207659,Sproat Narrows,23,23B,-124.830223,49.10207659,
23.Assits Island,Assits Island,23,23C,9,Assits Island,23K,-125.0349813,48.93671385,Assits Island,23,23K,-125.0349813,48.93671385,
23.Barkley Sound,Barkley Sound,23,23C,1,#N/A,#N/A,#N/A,#N/A,#N/A,23,#N/A,-,-,
23.Chup Point,Chup Point,23,23C,4,Chup Point,23C,-125.0316929,48.95366001,Chup Point,23,23C,-125.0316929,48.95366001,
23.Hissin Point,Hissin Point,23,23C,3,Hissin Point,23C,-124.9891369,48.95990187,Hissin Point,23,23C,-124.9891369,48.95990187,
23.Rainy Bay,Rainy Bay,23,23C,3,Rainy Bay,23C,-125.0367223,48.96716183,Rainy Bay,23,23C,-125.0367223,48.96716183,
23.San Mateo Bay,San Mateo Bay,23,23C,1,San Mateo Bay,23C,-124.9916515,48.94525136,San Mateo Bay,23,23C,-124.9916515,48.94525136,
23.Allen Point,Allen Point,23,23D,13,Allen Point,23D,-125.1145325,48.97134119,Allen Point,23,23D,-125.1145325,48.97134119,
23.Alma Russel Islands,Alma Russel Islands,23,23D,2,Alma Russel Islands,23D,-125.1864307,48.94864716,Alma Russel Islands,23,23D,-125.1864307,48.94864716,
23.Barkley Sound,Barkley Sound,23,23D,1,#N/A,#N/A,#N/A,#N/A,#N/A,23,#N/A,-,-,
23.Diplock Island,Diplock Island,23,23D,42,Diplock Island,23D,-125.1109674,48.93807915,Diplock Island,23,23D,-125.1109674,48.93807915,
23.E. Flemming Island (15),E. Flemming Island (15),23,23D,7,#N/A,#N/A,#N/A,#N/A,E. Flemming Island,23,23K,-125.1293875,48.87815127,
23.Effingham Inlet,Effingham Inlet,23,23D,27,Effingham Inlet,23D,-125.1720428,49.01186572,Effingham Inlet,23,23D,-125.1720428,49.01186572,
23.Link Island / Junction Passage,Link Island / Junction Passage,23,23D,23,Link Island / Junction Passage,23D,-125.0705618,48.95373465,Link Island / Junction Passage,23,23D,-125.0705618,48.95373465,
23.N. Of Swale Rock,N. Of Swale Rock,23,23D,97,N. Of Swale Rock,23D,-125.2163315,48.93276257,N. Of Swale Rock,23,23D,-125.2163315,48.93276257,
23.Pill Point,Pill Point,23,23D,236,Pill Point,23D,-125.0818516,48.96234307,Pill Point,23,23D,-125.0818516,48.96234307,
23.S of Swale Rock (39),S of Swale Rock (39),23,23D,1,#N/A,#N/A,#N/A,#N/A,S. Of Swale Rock,23,23M,-125.2178764,48.91381328,
23.Vernon Bay,Vernon Bay,23,23D,27,Vernon Bay,23D,-125.1424599,48.99402483,Vernon Bay,23,23D,-125.1424599,48.99402483,
23.W Of Flemming Island,W Of Flemming Island,23,23D,21,#N/A,#N/A,#N/A,#N/A,W. Of Flemming Island,23,23D,-125.1424599,48.89304207,
23.W. Of Flemming Island,W. Of Flemming Island,23,23D,87,W. Of Flemming Island,23D,-125.1424599,48.89304207,W. Of Flemming Island,23,23D,-125.1424599,48.89304207,
23.Weld Island,Weld Island,23,23D,5,Weld Island,23D,-125.0943298,48.95177798,Weld Island,23,23D,-125.0943298,48.95177798,
23.Brabant Islands,Brabant Islands,23,23E,28,Brabant Islands,23E,-125.3082415,48.94355914,Brabant Islands,23,23E,-125.3082415,48.94355914,
23.Gibralter Island,Gibralter Island,23,23E,70,#N/A,#N/A,#N/A,#N/A,Gibralter Island/Harbour Entrance,23,23E,-125.2393144,48.91615315,
23.Gibralter Island/Harbour Entrance,Gibralter Island/Harbour Entrance,23,23E,135,Gibralter Island/Harbour Entrance,23E,-125.2393144,48.91615315,Gibralter Island/Harbour Entrance,23,23E,-125.2393144,48.91615315,
23.Nettle Island,Nettle Island,23,23E,20,Nettle Island,23E,-125.2476332,48.94316773,Nettle Island,23,23E,-125.2476332,48.94316773,
23.Sub Area 23E,Sub Area 23E,23,23E,6,#N/A,#N/A,#N/A,#N/A,#N/A,23,#N/A,-,-,
23.Turner Islet,Turner Islet,23,23E,11,Turner Islet,23E,-125.2331543,48.91852308,Turner Islet,23,23E,-125.2331543,48.91852308,
23.Turtle Island,Turtle Island,23,23E,4,Turtle Island,23E,-125.3100241,48.90596993,Turtle Island,23,23E,-125.3100241,48.90596993,
23.Wiebe Island,Wiebe Island,23,23E,3,Wiebe Island,23E,-125.2803142,48.89186664,Wiebe Island,23,23E,-125.2803142,48.89186664,
23.Bryant Islands,Bryant Islands,23,23F,2,Bryant Islands,23F,-125.3545891,48.95021259,Bryant Islands,23,23F,-125.3545891,48.95021259,
23.Aguilar Point,Aguilar Point,23,23J,18,Aguilar Point,23J,-125.1448367,48.83894365,Aguilar Point,23,23J,-125.1448367,48.83894365,
23.Bamfield,Bamfield,23,23J,5,#N/A,#N/A,#N/A,#N/A,#N/A,23,#N/A,-,-,
23.Beale,Beale,23,23J,10,#N/A,#N/A,#N/A,#N/A,#N/A,23,#N/A,-,-,
23.Bordelais Island,Bordelais Island,23,23J,17,Bordelais Island,23J,-125.2309956,48.81069503,Bordelais Island,23,23J,-125.2309956,48.81069503,
23.E. Edward King Island,E. Edward King Island,23,23J,13,E. Edward King Island,23J,-125.2101986,48.81775869,E. Edward King Island,23,23J,-125.2101986,48.81775869,
23.Folger Island,Folger Island,23,23J,3,Folger Island,23J,-125.2535752,48.82835229,Folger Island,23,23J,-125.2535752,48.82835229,
23.Kirby Point,Kirby Point,23,23J,92,Kirby Point,23J,-125.202474,48.85306195,Kirby Point,23,23J,-125.202474,48.85306195,
23.Mills Peninsula,Mills Peninsula,23,23J,34,Mills Peninsula,23J,-125.1614743,48.82482134,Mills Peninsula,23,23J,-125.1614743,48.82482134,
23.Ohait Island,Ohait Island,23,23J,3,Ohait Island,23J,-125.1882133,48.85619881,Ohait Island,23,23J,-125.1882133,48.85619881,
23.Satellite Passage,Satellite Passage,23,23J,12,Satellite Passage,23J,-125.1680105,48.85698299,Satellite Passage,23,23J,-125.1680105,48.85698299,
23.Seppings Island,Seppings Island,23,23J,5,Seppings Island,23J,-125.2078218,48.84443457,Seppings Island,23,23J,-125.2078218,48.84443457,
23.Tapaltos Bay,Tapaltos Bay,23,23J,18,Tapaltos Bay,23J,-125.1899959,48.80166779,Tapaltos Bay,23,23J,-125.1899959,48.80166779,
23.W. Edward King Island,W. Edward King Island,23,23J,2,W. Edward King Island,23J,-125.217329,48.83031383,W. Edward King Island,23,23J,-125.217329,48.83031383,
23.Whittlestone Point,Whittlestone Point,23,23J,205,Whittlestone Point,23J,-125.1840539,48.81069503,Whittlestone Point,23,23J,-125.1840539,48.81069503,
23.Assits Island,Assits Island,23,23K,125,Assits Island,23K,-125.0349813,48.93671385,Assits Island,23,23K,-125.0349813,48.93671385,
23.Danvers Islets,Danvers Islets,23,23K,66,Danvers Islets,23K,-125.0887567,48.87971704,Danvers Islets,23,23K,-125.0887567,48.87971704,
23.Dixon Island,Dixon Island,23,23K,20,Dixon Island,23K,-125.1198803,48.85306195,Dixon Island,23,23K,-125.1198803,48.85306195,
23.E. Flemming Island,E. Flemming Island,23,23K,93,E. Flemming Island,23K,-125.1293875,48.87815127,E. Flemming Island,23,23K,-125.1293875,48.87815127,
23.Nanat Island,Nanat Island,23,23K,52,Nanat Island,23K,-125.075603,48.88686116,Nanat Island,23,23K,-125.075603,48.88686116,
23.Poett Nook,Poett Nook,23,23K,59,Poett Nook,23K,-125.0494891,48.88533036,Poett Nook,23,23K,-125.0494891,48.88533036,
23.Robbers Passage,Robbers Passage,23,23K,32,Robbers Passage,23K,-125.1086807,48.89132572,Robbers Passage,23,23K,-125.1086807,48.89132572,
23.Roquefeuil Bay,Roquefeuil Bay,23,23K,14,Roquefeuil Bay,23K,-125.103837,48.86168783,Roquefeuil Bay,23,23K,-125.103837,48.86168783,
23.Sanford,Sanford,23,23K,22,Sanford,23K,-125.1585033,48.86404008,Sanford,23,23K,-125.1585033,48.86404008,
23.Sarita Bay,Sarita Bay,23,23K,1,Sarita Bay,23K,-125.0158311,48.90280416,Sarita Bay,23,23K,-125.0158311,48.90280416,
23.Tapaltos Bay,Tapaltos Bay,23,23K,4,Tapaltos Bay,23J,-125.1899959,48.80166779,Tapaltos Bay,23,23J,-125.1899959,48.80166779,
23.The Wall,The Wall,23,23K,243,The Wall,23K,-125.1287933,48.84443457,The Wall,23,23K,-125.1287933,48.84443457,
23.Yankee Bay,Yankee Bay,23,23K,1,Yankee Bay,23K,-125.0769854,48.88300536,Yankee Bay,23,23K,-125.0769854,48.88300536,
23.Gibralter Island (64),Gibralter Island (64),23,23M,3,#N/A,#N/A,#N/A,#N/A,Gibralter Island/Harbour Entrance,23,23E,-125.2393144,48.91615315,
23.S. Of Swale Rock,S. Of Swale Rock,23,23M,305,S. Of Swale Rock,23M,-125.2178764,48.91381328,S. Of Swale Rock,23,23M,-125.2178764,48.91381328,
23.Swale Rock,Swale Rock,23,23M,5,#N/A,#N/A,#N/A,#N/A,#N/A,23,#N/A,-,-,
23.W. Of Sandford Island,W. Of Sandford Island,23,23M,24,W. Of Sandford Island,23M,-125.1680105,48.87344798,W. Of Sandford Island,23,23M,-125.1680105,48.87344798,
23.W. Of Sanford Island,W. Of Sanford Island,23,23M,3,#N/A,#N/A,#N/A,#N/A,W. Of Sandford Island,23,23M,-125.1680105,48.87344798,
23.West of Sandford Island (38),West of Sandford Island (38),23,23M,2,#N/A,#N/A,#N/A,#N/A,#N/A,23,#N/A,-,-,
23.Alley Rock,Alley Rock,23,23O,6,Alley Rock,23O,-125.414009,48.89382567,Alley Rock,23,23O,-125.414009,48.89382567,
23.Beg Island,Beg Island,23,23O,58,Beg Island,23O,-125.4912549,48.91497827,Beg Island,23,23O,-125.4912549,48.91497827,
23.Chrow Island,Chrow Island,23,23O,36,Chrow Island,23O,-125.4657043,48.91027847,Chrow Island,23,23O,-125.4657043,48.91027847,
23.George Fraser Islands,George Fraser Islands,23,23O,1,George Fraser Islands,23O,-125.5019505,48.90518652,George Fraser Islands,23,23O,-125.5019505,48.90518652,
23.Great Bear Rock,Great Bear Rock,23,23O,27,Great Bear Rock,23O,-125.4449074,48.89225845,Great Bear Rock,23,23O,-125.4449074,48.89225845,
23.Harbour,Harbour,23,23O,52,Harbour,23O,-125.5156171,48.91928603,Harbour,23,23O,-125.5156171,48.91928603,
23.Sykes Reef,Sykes Reef,23,23O,1,Sykes Reef,23O,-125.4573856,48.90205275,Sykes Reef,23,23O,-125.4573856,48.90205275,
23.Austin I.,Austin I.,23,23Q,2,#N/A,#N/A,#N/A,#N/A,Austin Island,23,23Q,-125.3106183,48.85972753,
23.Austin Island,Austin Island,23,23Q,312,Austin Island,23Q,-125.3106183,48.85972753,Austin Island,23,23Q,-125.3106183,48.85972753,
23.Benson Island,Benson Island,23,23Q,32,Benson Island,23Q,-125.3801396,48.87893511,Benson Island,23,23Q,-125.3801396,48.87893511,
23.Cree Island,Cree Island,23,23Q,146,Cree Island,23Q,-125.3266617,48.84874845,Cree Island,23,23Q,-125.3266617,48.84874845,
23.Effingham Island,Effingham Island,23,23Q,40,Effingham Island,23Q,-125.3040821,48.88285411,Effingham Island,23,23Q,-125.3040821,48.88285411,
23.Howell Island,Howell Island,23,23Q,11,Howell Island,23Q,-125.3450819,48.85345407,Howell Island,23,23Q,-125.3450819,48.85345407,
23.Meares Bluff,Meares Bluff,23,23Q,84,Meares Bluff,23Q,-125.2898213,48.8742319,Meares Bluff,23,23Q,-125.2898213,48.8742319,
23.Sub Area 23Q,Sub Area 23Q,23,23Q,26,#N/A,#N/A,#N/A,#N/A,#N/A,23,#N/A,-,-,
23.Turret Island,Turret Island,23,23Q,4,Turret Island,23Q,-125.3456761,48.9079284,Turret Island,23,23Q,-125.3456761,48.9079284,
23.Wouwer Island,Wouwer Island,23,23Q,15,Wouwer Island,23Q,-125.3652847,48.85698299,Wouwer Island,23,23Q,-125.3652847,48.85698299,
24.Catface,Catface,24,24E,1,Catface,24E,-126.0211186,49.24698792,Catface,24,24E,-126.0211186,49.24698792,
24.Monk,Monk,24,24E,3,Monk,24E,-126.011552,49.22574354,Monk,24,24E,-126.011552,49.22574354,
24.Matlset Narrows,Matlset Narrows,24,24F,1,#N/A,#N/A,#N/A,#N/A,#N/A,24,#N/A,-,-,
24.Father Charles Channel,Father Charles Channel,24,24J,6,Father Charles Channel,24J,-125.9554001,49.15022447,Father Charles Channel,24,24J,-125.9554001,49.15022447,
24.Stubbs,Stubbs,24,24J,1,Stubbs,24J,-125.9316916,49.14886024,Stubbs,24,24J,-125.9316916,49.14886024,
24.Tonquin Island,Tonquin Island,24,24J,6,Tonquin Island,24J,-125.9125584,49.12293278,Tonquin Island,24,24J,-125.9125584,49.12293278,
24.Wickaninnish Island,Wickaninnish Island,24,24J,4,Wickaninnish Island,24J,-125.9474973,49.12347876,Wickaninnish Island,24,24J,-125.9474973,49.12347876,
24.Wilf Rock,Wilf Rock,24,24J,3,#N/A,#N/A,#N/A,#N/A,#N/A,24,#N/A,-,-,
24.Ahous Bay,Ahous Bay,24,24L,3,Ahous Bay,24L,-126.0190389,49.17641027,Ahous Bay,24,24L,-126.0190389,49.17641027,
24.Bartlett,Bartlett,24,24L,19,Bartlett,24L,-126.1051384,49.21757018,Bartlett,24,24L,-126.1051384,49.21757018,
24.Bullshit Pass,Bullshit Pass,24,24L,12,Bullshit Pass,24L,-126.0693676,49.22138458,Bullshit Pass,24,24L,-126.0693676,49.22138458,
24.Burgess Island,Burgess Island,24,24L,10,Burgess Island,24L,-126.0335968,49.22247436,Burgess Island,24,24L,-126.0335968,49.22247436,
24.Cow Bay,Cow Bay,24,24L,12,Cow Bay,24L,-126.1442367,49.25433961,Cow Bay,24,24L,-126.1442367,49.25433961,
24.Kutcus,Kutcus,24,24L,8,Kutcus,24L,-126.0718632,49.24807713,Kutcus,24,24L,-126.0718632,49.24807713,
24.Tibbs,Tibbs,24,24L,24,Tibbs,24L,-126.1051941,49.21782136,Tibbs,24,24L,-126.1051941,49.21782136,
24.Clifford Point,Clifford Point,24,24N,211,Clifford Point,24N,-126.0240302,49.29162563,Clifford Point,24,24N,-126.0240302,49.29162563,
24.Hotsprings,Hotsprings,24,24N,24,Hotsprings,24N,-126.2536288,49.34410457,Hotsprings,24,24N,-126.2536288,49.34410457,
24.McKay Island,McKay Island,24,24N,6,Mckay Island,24N,-126.0606328,49.32752404,Mckay Island,24,24N,-126.0606328,49.32752404,
24.Sydney Inlet,Sydney Inlet,24,24N,22,Sydney Inlet,24N,-126.2428665,49.4241506,Sydney Inlet,24,24N,-126.2428665,49.4241506,
24.Hotsprings,Hotsprings,24,24S,1,Hotsprings,24N,-126.2536288,49.34410457,Hotsprings,24,24N,-126.2536288,49.34410457,
24.Bawden Point,Bawden Point,24,24T,1,Bawden Point,24N,-126.0078085,49.31311344,Bawden Point,24,24N,-126.0078085,49.31311344,
24.Clifford Point,Clifford Point,24,24T,1,Clifford Point,24N,-126.0240302,49.29162563,Clifford Point,24,24N,-126.0240302,49.29162563,
24.Cypress Bay,Cypress Bay,24,24U,1,Cypress Bay,24U,-125.8900976,49.26985621,Cypress Bay,24,24U,-125.8900976,49.26985621,
24.Cypress Bay (35),Cypress Bay (35),24,24U,1,#N/A,#N/A,#N/A,#N/A,Cypress Bay,24,24U,-125.8900976,49.26985621,
25.3-bay Cove,3-bay Cove,25,25C,29,3-bay Cove,25N,-126.493951,49.695974,3-bay Cove,25,25N,-126.493951,49.695974,
25.Argonaut Point,Argonaut Point,25,25C,12,Argonaut Point,25N,-126.488009,49.719865,Argonaut Point,25,25N,-126.488009,49.719865,
25.Camel Rock,Camel Rock,25,25C,2,Camel Rock,25N,-126.5,49.686,Camel Rock,25,25N,-126.5,49.686,
25.Canal Island,Canal Island,25,25C,22,Canal Island,25PI,-126.589022,49.692891,Canal Island,25,25PI,-126.589022,49.692891,
25.Cougar Creek,Cougar Creek,25,25C,1,Cougar Creek,25N,-126.460675,49.732192,Cougar Creek,25,25N,-126.460675,49.732192,
25.Critter Cove,Critter Cove,25,25C,7,Critter Cove,25N,-126.507023,49.706765,Critter Cove,25,25N,-126.507023,49.706765,
25.Galiano Bay,Galiano Bay,25,25C,5,Galiano Bay,25N,-126.467806,49.719865,Galiano Bay,25,25N,-126.467806,49.719865,
25.Hoiss Point,Hoiss Point,25,25C,91,Hoiss Point,25PI,-126.548617,49.692891,Hoiss Point,25,25PI,-126.548617,49.692891,
25.Kendrik Arm,Kendrik Arm,25,25C,4,Kendrik Arm,25PI,-126.610414,49.675156,Kendrik Arm,25,25PI,-126.610414,49.675156,
25.San Carlos Point,San Carlos Point,25,25C,58,San Carlos Point,25N,-126.517719,49.689807,San Carlos Point,25,25N,-126.517719,49.689807,
25.Strange Island/ Salter Point,Strange Island/ Salter Point,25,25C,4,Strange Island/ Salter Point,25PI,-126.584269,49.679783,Strange Island/ Salter Point,25,25PI,-126.584269,49.679783,
25.Gold River,Gold River,25,25D,10,#N/A,#N/A,#N/A,#N/A,#N/A,25,#N/A,-,-,
25.Head Bay,Head Bay,25,25D,29,Head Bay,25D,-126.4678058,49.77915696,Head Bay,25,25D,-126.4678058,49.77915696,
25.Moutcha Bay,Moutcha Bay,25,25D,105,Moutcha Bay,25D,-126.456,49.784,Moutcha Bay,25,25D,-126.456,49.784,
25.Nesook Bay,Nesook Bay,25,25D,11,Nesook Bay,25D,-126.4214583,49.76299375,Nesook Bay,25,25D,-126.4214583,49.76299375,
25.Ceepeecee,Ceepeecee,25,25E,1,Ceepeecee,25E,-126.712342,49.872816,Ceepeecee,25,25E,-126.712342,49.872816,
25.Mcbride Bay,Mcbride Bay,25,25E,3,Mcbride Bay,25E,-126.7411375,49.85835519,Mcbride Bay,25,25E,-126.7411375,49.85835519,
25.Steamer Point,Steamer Point,25,25E,41,Steamer Point,25E,-126.8029342,49.89137996,Steamer Point,25,25E,-126.8029342,49.89137996,
25.Tahsis Inlet,Tahsis Inlet,25,25E,26,Tahsis Inlet,25O,-126.660326,49.827614,Tahsis Inlet,25,25O,-126.660326,49.827614,
25.The Cut,The Cut,25,25E,1,The Cut,25E,-126.701834,49.862362,The Cut,25,25E,-126.701834,49.862362,
25.Center Island,Center Island,25,25F,92,Center Island,25F,-126.9265277,49.85374528,Center Island,25,25F,-126.9265277,49.85374528,
25.Ehatisaht,Ehatisaht,25,25F,235,Ehatisaht,25F,-126.8457166,49.86757369,Ehatisaht,25,25F,-126.8457166,49.86757369,
25.Garden Point,Garden Point,25,25F,22,Garden Point,25F,-126.9260788,49.85392253,Garden Point,25,25F,-126.9260788,49.85392253,
25.Rosa Wall / Point,Rosa Wall / Point,25,25F,24,Rosa Wall / Point,25F,-126.963455,49.836339,Rosa Wall / Point,25,25F,-126.963455,49.836339,
25.Friendly Cove,Friendly Cove,25,25H,3,Friendly Cove,25PO,-126.606848,49.60647,Friendly Cove,25,25PO,-126.606848,49.60647,
25.Catala Island,Catala Island,25,25J,142,Catala Island,25JI,-127.032295,49.840681,Catala Island,25,25JI,-127.032295,49.840681,
25.Ferrier Point,Ferrier Point,25,25J,255,#N/A,#N/A,#N/A,#N/A,Ferrer Point,25,25JO,-126.985948,49.752985,
25.Nuchatlitz,Nuchatlitz,25,25J,24,Nuchatlitz,25JI,-126.975252,49.788391,Nuchatlitz,25,25JI,-126.975252,49.788391,
25.Black Rock,Black Rock,25,25JI,123,Black Rock,25JI,-127.029247,49.829663,Black Rock,25,25JI,-127.029247,49.829663,
25.Catala Island,Catala Island,25,25JI,126,Catala Island,25JI,-127.032295,49.840681,Catala Island,25,25JI,-127.032295,49.840681,
25.Double Island,Double Island,25,25JI,36,Double Island,25JI,-126.993555,49.844242,Double Island,25,25JI,-126.993555,49.844242,
25.Ferrier Point,Ferrier Point,25,25JI,1,#N/A,#N/A,#N/A,#N/A,Ferrer Point,25,25JO,-126.985948,49.752985,
25.Florence Point,Florence Point,25,25JI,2,Florence Point,25JI,-126.926528,49.765303,Florence Point,25,25JI,-126.926528,49.765303,
25.Nuchatlitz,Nuchatlitz,25,25JI,25,Nuchatlitz,25JI,-126.975252,49.788391,Nuchatlitz,25,25JI,-126.975252,49.788391,
25.Peculiar Point,Peculiar Point,25,25JI,33,Peculiar Point,25JI,-127.082037,49.858641,Peculiar Point,25,25JI,-127.082037,49.858641,
25.Pin Rock,Pin Rock,25,25JI,440,Pin Rock,25JI,-126.996292,49.798725,Pin Rock,25,25JI,-126.996292,49.798725,
25.Rosa,Rosa,25,25JI,247,Rosa,25JI,-126.971902,49.835649,Rosa,25,25JI,-126.971902,49.835649,
